Country,Category,Field,Year,Status,Score Percent
Portugal,Equality & Non-Discrimination,Blood donations,2022,Nationally or federally applied,0.0091
Romania,Equality & Non-Discrimination,Blood donations,2022,Not applied,0
Russia,Equality & Non-Discrimination,Blood donations,2022,Not applied,0
San Marino,Equality & Non-Discrimination,Blood donations,2022,Not applied,0
Serbia,Equality & Non-Discrimination,Blood donations,2022,Not applied,0
Slovakia,Equality & Non-Discrimination,Blood donations,2022,Not applied,0
Slovenia,Equality & Non-Discrimination,Blood donations,2022,Not applied,0
Spain,Equality & Non-Discrimination,Blood donations,2022,Nationally or federally applied,0.0091
Sweden,Equality & Non-Discrimination,Blood donations,2022,Not applied,0
Switzerland,Equality & Non-Discrimination,Blood donations,2022,Not applied,0
Turkey,Equality & Non-Discrimination,Blood donations,2022,Not applied,0
Ukraine,Equality & Non-Discrimination,Blood donations,2022,Nationally or federally applied,0.0091
United Kingdom,Equality & Non-Discrimination,Blood donations,2022,Nationally or federally applied,0.0091
Albania,Equality & Non-Discrimination,Blood donations,2023,Nationally or federally applied,0.0091
Andorra,Equality & Non-Discrimination,Blood donations,2023,Not applied,0
Armenia,Equality & Non-Discrimination,Blood donations,2023,Nationally or federally applied,0.0091
Austria,Equality & Non-Discrimination,Blood donations,2023,Nationally or federally applied,0.0091
Azerbaijan,Equality & Non-Discrimination,Blood donations,2023,Nationally or federally applied,0.0091
Belarus,Equality & Non-Discrimination,Blood donations,2023,Nationally or federally applied,0.0091
Belgium,Equality & Non-Discrimination,Blood donations,2023,Not applied,0
Bosnia and Herzegovina,Equality & Non-Discrimination,Blood donations,2023,P,0.0091
Bulgaria,Equality & Non-Discrimination,Blood donations,2023,Not applied,0
Croatia,Equality & Non-Discrimination,Blood donations,2023,Not applied,0
Cyprus,Equality & Non-Discrimination,Blood donations,2023,Not applied,0
Czech Republic,Equality & Non-Discrimination,Blood donations,2023,Not applied,0
Denmark,Equality & Non-Discrimination,Blood donations,2023,Not applied,0
Estonia,Equality & Non-Discrimination,Blood donations,2023,Not applied,0
Finland,Equality & Non-Discrimination,Blood donations,2023,Not applied,0
France,Equality & Non-Discrimination,Blood donations,2023,Nationally or federally applied,0.0091
Georgia,Equality & Non-Discrimination,Blood donations,2023,Not applied,0
Germany,Equality & Non-Discrimination,Blood donations,2023,Not applied,0
Greece,Equality & Non-Discrimination,Blood donations,2023,Nationally or federally applied,0.0091
Hungary,Equality & Non-Discrimination,Blood donations,2023,Not applied,0
Iceland,Equality & Non-Discrimination,Blood donations,2023,Not applied,0
Ireland,Equality & Non-Discrimination,Blood donations,2023,Nationally or federally applied,0.0091
Italy,Equality & Non-Discrimination,Blood donations,2023,Nationally or federally applied,0.0091
Kosovo,Equality & Non-Discrimination,Blood donations,2023,Not applied,0
Latvia,Equality & Non-Discrimination,Blood donations,2023,Nationally or federally applied,0.0091
Liechtenstein,Equality & Non-Discrimination,Blood donations,2023,Not applied,0
Lithuania,Equality & Non-Discrimination,Blood donations,2023,Nationally or federally applied,0.0091
Luxembourg,Equality & Non-Discrimination,Blood donations,2023,Not applied,0
Malta,Equality & Non-Discrimination,Blood donations,2023,Nationally or federally applied,0.0091
Moldova,Equality & Non-Discrimination,Blood donations,2023,Not applied,0
Monaco,Equality & Non-Discrimination,Blood donations,2023,Not applied,0
Montenegro,Equality & Non-Discrimination,Blood donations,2023,Nationally or federally applied,0.0091
Netherlands,Equality & Non-Discrimination,Blood donations,2023,Not applied,0
North Macedonia,Equality & Non-Discrimination,Blood donations,2023,Not applied,0
Norway,Equality & Non-Discrimination,Blood donations,2023,Not applied,0
Poland,Equality & Non-Discrimination,Blood donations,2023,Nationally or federally applied,0.0091
Portugal,Equality & Non-Discrimination,Blood donations,2023,Nationally or federally applied,0.0091
Romania,Equality & Non-Discrimination,Blood donations,2023,Not applied,0
Russia,Equality & Non-Discrimination,Blood donations,2023,Not applied,0
San Marino,Equality & Non-Discrimination,Blood donations,2023,Not applied,0
Serbia,Equality & Non-Discrimination,Blood donations,2023,Not applied,0
Slovakia,Equality & Non-Discrimination,Blood donations,2023,Not applied,0
Slovenia,Equality & Non-Discrimination,Blood donations,2023,Not applied,0
Spain,Equality & Non-Discrimination,Blood donations,2023,Nationally or federally applied,0.0091
Sweden,Equality & Non-Discrimination,Blood donations,2023,Not applied,0
Switzerland,Equality & Non-Discrimination,Blood donations,2023,Not applied,0
Turkey,Equality & Non-Discrimination,Blood donations,2023,Not applied,0
Ukraine,Equality & Non-Discrimination,Blood donations,2023,Nationally or federally applied,0.0091
United Kingdom,Equality & Non-Discrimination,Blood donations,2023,Nationally or federally applied,0.0091
Albania,Family,Cohabitation,2022,Not applied,0
Andorra,Family,Cohabitation,2022,Not applied,0
Armenia,Family,Cohabitation,2022,Not applied,0
Austria,Family,Cohabitation,2022,Nationally or federally applied,0.01
Azerbaijan,Family,Cohabitation,2022,Not applied,0
Belarus,Family,Cohabitation,2022,Not applied,0
Belgium,Family,Cohabitation,2022,Nationally or federally applied,0.01
Bosnia and Herzegovina,Family,Cohabitation,2022,Not applied,0
Bulgaria,Family,Cohabitation,2022,Not applied,0
Croatia,Family,Cohabitation,2022,Nationally or federally applied,0.01
Cyprus,Family,Cohabitation,2022,Not applied,0
Czech Republic,Family,Cohabitation,2022,Nationally or federally applied,0.01
Denmark,Family,Cohabitation,2022,Nationally or federally applied,0.01
Estonia,Family,Cohabitation,2022,Not applied,0
Finland,Family,Cohabitation,2022,Nationally or federally applied,0.01
France,Family,Cohabitation,2022,Nationally or federally applied,0.01
Georgia,Family,Cohabitation,2022,Not applied,0
Germany,Family,Cohabitation,2022,Nationally or federally applied,0.01
Greece,Family,Cohabitation,2022,Nationally or federally applied,0.01
Hungary,Family,Cohabitation,2022,Nationally or federally applied,0.01
Iceland,Family,Cohabitation,2022,Not applied,0
Ireland,Family,Cohabitation,2022,Nationally or federally applied,0.01
Italy,Family,Cohabitation,2022,Not applied,0
Kosovo,Family,Cohabitation,2022,Not applied,0
Latvia,Family,Cohabitation,2022,Not applied,0
Liechtenstein,Family,Cohabitation,2022,Not applied,0
Lithuania,Family,Cohabitation,2022,Not applied,0
Luxembourg,Family,Cohabitation,2022,Not applied,0
Malta,Family,Cohabitation,2022,Nationally or federally applied,0.01
Moldova,Family,Cohabitation,2022,Not applied,0
Monaco,Family,Cohabitation,2022,Nationally or federally applied,0.01
Montenegro,Family,Cohabitation,2022,Not applied,0
Netherlands,Family,Cohabitation,2022,Nationally or federally applied,0.01
North Macedonia,Family,Cohabitation,2022,Not applied,0
Norway,Family,Cohabitation,2022,Nationally or federally applied,0.01
Poland,Family,Cohabitation,2022,Not applied,0
Portugal,Family,Cohabitation,2022,Nationally or federally applied,0.01
Romania,Family,Cohabitation,2022,Not applied,0
Russia,Family,Cohabitation,2022,Not applied,0
San Marino,Family,Cohabitation,2022,Nationally or federally applied,0.01
Serbia,Family,Cohabitation,2022,Not applied,0
Slovakia,Family,Cohabitation,2022,Not applied,0
Slovenia,Family,Cohabitation,2022,Nationally or federally applied,0.01
Spain,Family,Cohabitation,2022,P,0.01
Sweden,Family,Cohabitation,2022,Nationally or federally applied,0.01
Switzerland,Family,Cohabitation,2022,Nationally or federally applied,0.01
Turkey,Family,Cohabitation,2022,Not applied,0
Ukraine,Family,Cohabitation,2022,Not applied,0
United Kingdom,Family,Cohabitation,2022,Nationally or federally applied,0.01
Albania,Family,Cohabitation,2023,Not applied,0
Andorra,Family,Cohabitation,2023,Not applied,0
Armenia,Family,Cohabitation,2023,Not applied,0
Austria,Family,Cohabitation,2023,Nationally or federally applied,0.01
Azerbaijan,Family,Cohabitation,2023,Not applied,0
Belarus,Family,Cohabitation,2023,Not applied,0
Belgium,Family,Cohabitation,2023,Nationally or federally applied,0.01
Bosnia and Herzegovina,Family,Cohabitation,2023,Not applied,0
Bulgaria,Family,Cohabitation,2023,Not applied,0
Croatia,Family,Cohabitation,2023,Nationally or federally applied,0.01
Cyprus,Family,Cohabitation,2023,Not applied,0
Czech Republic,Family,Cohabitation,2023,Nationally or federally applied,0.01
Denmark,Family,Cohabitation,2023,Nationally or federally applied,0.01
Estonia,Family,Cohabitation,2023,Not applied,0
Finland,Family,Cohabitation,2023,Nationally or federally applied,0.01
France,Family,Cohabitation,2023,Nationally or federally applied,0.01
Georgia,Family,Cohabitation,2023,Not applied,0
Germany,Family,Cohabitation,2023,Nationally or federally applied,0.01
Greece,Family,Cohabitation,2023,Nationally or federally applied,0.01
Hungary,Family,Cohabitation,2023,Nationally or federally applied,0.01
Iceland,Family,Cohabitation,2023,Not applied,0
Ireland,Family,Cohabitation,2023,Nationally or federally applied,0.01
Italy,Family,Cohabitation,2023,Not applied,0
Kosovo,Family,Cohabitation,2023,Not applied,0
Latvia,Family,Cohabitation,2023,Not applied,0
Liechtenstein,Family,Cohabitation,2023,Not applied,0
Lithuania,Family,Cohabitation,2023,Not applied,0
Luxembourg,Family,Cohabitation,2023,Not applied,0
Malta,Family,Cohabitation,2023,Nationally or federally applied,0.01
Moldova,Family,Cohabitation,2023,Not applied,0
Monaco,Family,Cohabitation,2023,Nationally or federally applied,0.01
Montenegro,Family,Cohabitation,2023,Not applied,0
Netherlands,Family,Cohabitation,2023,Nationally or federally applied,0.01
North Macedonia,Family,Cohabitation,2023,Not applied,0
Norway,Family,Cohabitation,2023,Nationally or federally applied,0.01
Poland,Family,Cohabitation,2023,Not applied,0
Portugal,Family,Cohabitation,2023,Nationally or federally applied,0.01
Romania,Family,Cohabitation,2023,Not applied,0
Russia,Family,Cohabitation,2023,Not applied,0
San Marino,Family,Cohabitation,2023,Nationally or federally applied,0.01
